Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,
FORD,"Mondeo, Model Year Pre 2017",1.5 Duratorq TDCi ECOnetic + DPF (120PS) - Estate,M6,1499,Diesel,,,,,4.3,3.5,3.8,65.7,80.7,74.3,99,£903,,£903,6,68.0,407,,70,108,0.71,,,,,,,
FORD,"Mondeo, Model Year Pre 2017",1.5 Duratorq TDCi ECOnetic + DPF (120PS) - Hatchback ,M6,1499,Diesel,,,,,4.1,3.3,3.6,68.9,85.6,78.5,94,£855,,£855,6,68.0,407,,70,108,0.71,,,,,,,
FORD,"Tourneo Courier Kombi,  Model Year Post 2015¾",1.5 Duratorq TDCi (75PS) Stop/Start,M5,1499,Diesel,,,,,4.4,3.5,3.8,64.2,80.7,74.3,99,£903,,£903,6,70.0,308,,34,86,0.78,,,,,,,
HONDA,"Civic Hatchback, Model Year 2016","1.6 i-DTEC SE Plus Navi, SR,",M6,1597,Diesel,,,,,4.0,3.3,3.6,70.6,85.6,78.5,94,£855,,£855,6,71.0,52,,50,84,0.00,,,,,,,
HONDA,"Civic Hatchback, Model Year 2016",1.6 i-DTEC Sport,M6,1597,Diesel,,,,,4.1,3.5,3.7,68.9,80.7,76.3,98,£879,,£879,6,71.0,52,,50,84,0.00,,,,,,,
HONDA,"Civic Tourer, Model Year 2017","1.6 i-DTEC S, SE Plus, SE Plus Navi",M6,1597,Diesel,,,,,4.0,3.6,3.8,70.6,78.5,74.3,99,£903,,£903,6,71.0,64,,52,91,0.09,,,,,,,
HYUNDAI,"i30 Tourer, 2017",1.6l CRDi,M6,1582,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,70.1,164,,21,57,0.70,,,,,,,
HYUNDAI,"i30, 2017",1.6l CRDi Blue Drive,M6,1582,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,70.1,164,,21,57,0.70,,,,,,,
JAGUAR,"XE Saloon, 16MY",2.0L TDI4 (163PS) Manual,6MT,1999,Diesel,,,,,4.4,3.4,3.8,64.2,83.1,75.0,99,£895,,£895,6,70.0,370,,71,94,0.38,,,,,,,
KIA,cee'd,'1' 1.6 CRDi 134bhp ISG ,M6,1582,Diesel,,,,,4.2,3.4,3.6,67.3,83.1,78.5,94,£855,,£855,6,74.0,293,,47,105,0.15,,,,,,,
KIA,cee'd,'2' 1.6 CRDi 134bhp ISG,M6,1582,Diesel,,,,,4.2,3.5,3.8,67.3,80.7,74.3,99,£903,,£903,6,74.0,293,,47,105,0.15,,,,,,,
KIA,cee'd,'3' 1.6 CRDi 134bhp ISG,M6,1582,Diesel,,,,,4.2,3.5,3.8,67.3,80.7,74.3,99,£903,,£903,6,74.0,293,,47,105,0.15,,,,,,,
KIA,New Rio,'1' 1.4 CRDi 76bhp ISG,M6,1396,Diesel,,,,,4.2,3.1,3.5,67.2,91.1,80.7,92,£831,,£831,6,69.0,217,,33,65,0.17,,,,,,,
KIA,New Rio,'2' 1.4 CRDi 76bhp ISG,M6,1396,Diesel,,,,,4.2,3.1,3.5,67.2,91.1,80.7,92,£831,,£831,6,69.0,217,,33,65,0.17,,,,,,,
KIA,New Rio,'3' 1.4 CRDi 89bhp ISG,M6,1396,Diesel,,,,,4.3,3.4,3.8,65.7,83.1,74.3,98,£903,,£903,6,69.0,199,,27,66,0.18,,,,,,,
KIA,pro_cee'd,'2' 1.6 CRDi 134bhp ISG,M6,1582,Diesel,,,,,4.2,3.5,3.8,67.3,80.7,74.3,99,£903,,£903,6,74.0,293,,47,105,0.15,,,,,,,
KIA,Rio 5-door,'3' 1.4 CRDi 89bhp ISG,M6,1396,Diesel,,,,,4.4,3.4,3.8,64.2,83.1,74.3,98,£903,,£903,6,72.0,234,,50,103,0.56,,,,,,,
MAZDA,Mazda3 4 door,1.5 SKYACTIV-D (105PS),M6,1499,Diesel,,,,,4.3,3.5,3.8,65.7,80.7,74.3,99,£903,,£903,6,67.0,261,,63,86,0.14,,,,,,,
MAZDA,Mazda3 5 door,1.5 SKYACTIV-D (105PS),M6,1499,Diesel,,,,,4.3,3.5,3.8,65.7,80.7,74.3,99,£903,,£903,6,67.0,261,,63,86,0.14,,,,,,,
MERCEDES-BENZ,"A-Class, Model Year 2017",A180 d with 16'' rear wheels,A7,1461,Diesel,,,,,4.3,3.4,3.7,65.7,83.1,76.4,98,£878,,£878,6,68.0,269,,61,92,0.12,,,,,,,
MERCEDES-BENZ,"A-Class, Model Year 2017",A200 d with 16'' rear wheels,A7,2143,Diesel,,,,,4.6,3.4,3.8,61.4,83.1,74.3,99,£903,,£903,6,73.0,158,,65,86,1.16,,,,,,,
MERCEDES-BENZ,"A-Class, Model Year 2018",A 180 d with 16'' rear wheels,A7,1461,Diesel,,,,,4.3,3.4,3.7,65.7,83.1,76.4,98,£878,,£878,6,68.0,269,,61,92,0.12,,,,,,,
MERCEDES-BENZ,"A-Class, Model Year 2018",A 200 d with 16'' rear wheels,A7,2143,Diesel,,,,,4.6,3.4,3.8,61.4,83.1,74.3,99,£903,,£903,6,73.0,158,,65,86,1.16,,,,,,,
MINI,"3-door Hatchback F56, From March 2014",MINI Cooper D - 15'' & 16'' tyres,M6,1496,Diesel,,,,,4.3,3.1,3.5,65.7,91.1,80.7,92,£831,,£831,6,71.0,184,,60,103,0.20,,,,,,,
MINI,"3-door Hatchback F56, From March 2014",MINI Cooper D - 15'' & 16'' tyres,A6,1496,Diesel,,,,,4.2,3.5,3.7,67.3,80.7,76.3,98,£879,,£879,6,70.0,157,,49,111,0.40,,,,,,,
MINI,"3-door Hatchback F56, From March 2014",MINI Cooper D - 17'' & 18'' tyres,M6,1496,Diesel,,,,,4.4,3.2,3.6,64.2,88.3,78.5,95,£855,,£855,6,71.0,184,,60,103,0.20,,,,,,,
MINI,"3-door Hatchback F56, From March 2014",MINI Cooper D - 17'' & 18'' tyres,A6,1496,Diesel,,,,,4.3,3.5,3.8,65.7,80.7,74.3,99,£903,,£903,6,70.0,157,,49,111,0.40,,,,,,,
MINI,"3-door Hatchback F56, From March 2014",MINI One D - 17'' & 18'' tyres,M6,1496,Diesel,,,,,4.0,3.2,3.5,70.6,88.3,80.7,92,£831,,£831,6,71.0,193,,38,107,0.10,,,,,,,
MINI,"5-door Hatchback F55, From October 2014",MINI Cooper D - 15'' & 16'' tyres,M6,1496,Diesel,,,,,4.4,3.2,3.6,64.2,88.3,78.5,95,£855,,£855,6,71.0,184,,60,103,0.20,,,,,,,
MINI,"5-door Hatchback F55, From October 2014",MINI Cooper D - 15'' & 16'' tyres,A6,1496,Diesel,,,,,4.3,3.5,3.8,65.7,80.7,74.3,99,£903,,£903,6,70.0,157,,49,111,0.40,,,,,,,
MINI,"5-door Hatchback F55, From October 2014",MINI Cooper D - 17'' & 18'' tyres,M6,1496,Diesel,,,,,4.5,3.3,3.7,62.8,85.6,76.3,97,£879,,£879,6,71.0,184,,60,103,0.20,,,,,,,
MINI,"5-door Hatchback F55, From October 2014",MINI One D - 15'' & 16'' tyres,M6,1496,Diesel,,,,,4.0,3.2,3.5,70.6,88.3,80.7,92,£831,,£831,6,71.0,193,,38,107,0.10,,,,,,,
MINI,"5-door Hatchback F55, From October 2014",MINI One D - 17'' & 18'' tyres,M6,1496,Diesel,,,,,4.1,3.3,3.6,68.9,85.6,78.5,94,£855,,£855,6,71.0,193,,38,107,0.10,,,,,,,
MINI,"Clubman F54, From October 2016",MINI One D 15'' & 16'' tyres,M6,1496,Diesel,,,,,4.4,3.4,3.8,64.2,83.1,74.3,99,£903,,£903,6,69.0,184,,60,103,0.20,,,,,,,
MINI,"Convertible F57, From March 2016",MINI Cooper D - 15'' & 16'' tyres,M6,1496,Diesel,,,,,4.4,3.5,3.8,64.2,80.7,74.3,100,£903,,£903,6,71.0,184,,60,103,0.20,,,,,,,
NISSAN,"K14 Micra, 2017",1461cc 15-16 inch wheel ,M5,1461,Diesel,,,,,4.1,3.5,3.7,68.9,80.7,76.3,97,£879,,£879,6,66.0,175,,27,58,0.11,,,,,,,
NISSAN,"K14 Micra, 2017",1461cc 17 inch wheel stop start,M5,1461,Diesel,,,,,3.8,3.4,3.5,74.3,83.1,80.7,92,£831,,£831,6,66.0,175,,27,58,0.11,,,,,,,
NISSAN,"Micra Euro6, 2015",1.5 dCi,M5,1461,Diesel,,,,,4.2,3.2,3.6,67.3,88.3,78.5,93,£855,,£855,6,70.0,139,,19,39,0.03,,,,,,,
NISSAN,"Note Euro6, 2015",1.5 dCi,M5,1461,Diesel,,,,,4.2,3.2,3.6,67.3,88.3,78.5,93,£855,,£855,6,70.0,139,,19,36,0.03,,,,,,,
NISSAN,"Pulsar Euro6, 2015",dCi 110,M6,1461,Diesel,,,,,4.1,3.3,3.6,68.9,85.6,78.5,94,£855,,£855,6,69.0,200,,23,38,0.12,,,,,,,
NISSAN,"Pulsar Euro6, 2015",dCi 110 19 inch wheel,M6,1461,Diesel,,,,,4.3,3.5,3.8,65.7,80.7,74.3,98,£903,,£903,6,68.0,20,,23,38,0.12,,,,,,,
NISSAN,"Qashqai Euro6, 2015",dCi 110 16/17 inch wheel,M6,1461,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,70.0,51,,22,39,0.30,,,,,,,
PEUGEOT,208,1.6 BlueHDi 120 S&S,M6,1560,Diesel,,,,,4.4,3.2,3.6,64.2,88.3,78.5,94,£855,,£855,6,69.0,161,,69,81,0.30,,,,,,,
PEUGEOT,308,1.6 BlueHDi 100 S&S Access/Active,M5,1560,Diesel,,,,,4.3,3.2,3.6,65.7,88.3,78.5,94,£855,,£855,6,69.6,188,,50,70,0.00,,,,,,,
PEUGEOT,308,1.6 BlueHDi 100 S&S Active (17'' wheel upgrade),M5,1560,Diesel,,,,,4.4,3.2,3.7,64.2,88.3,76.3,96,£879,,£879,6,69.6,188,,50,70,0.00,,,,,,,
PEUGEOT,308,1.6 BlueHDi 120 EAT6 S&S (16 inch wheels) 10/16 production onward,A6,1560,Diesel,,,,,4.1,3.4,3.6,68.9,83.1,78.5,95,£855,,£855,6,68.6,143,,44,53,0.00,,,,,,,
PEUGEOT,308,1.6 BlueHDi 120 S&S GT Line,M6,1560,Diesel,,,,,4.4,3.4,3.8,64.2,83.1,74.3,98,£903,,£903,6,68.3,190,,65,81,0.00,,,,,,,
PEUGEOT,508,BlueHDi 120 S&S - 05/16 production onwards,M6,1560,Diesel,,,,,4.6,3.3,3.8,61.4,85.6,74.3,99,£903,,£903,6,67.9,156,,65,75,0.10,,,,,,,
PEUGEOT,2008,1.6 BlueHDi 100,M5,1560,Diesel,,,,,4.4,3.3,3.7,64.2,85.6,76.3,97,£879,,£879,6,68.4,272,,55,75,0.00,,,,,,,
PEUGEOT,2008,1.6 BlueHDi 120 S&S,M6,1560,Diesel,,,,,4.3,3.3,3.7,65.7,85.6,76.3,96,£879,,£879,6,70.5,148,,55,64,0.00,,,,,,,
PEUGEOT,2008,1.6 BlueHDi 75,M5,1560,Diesel,,,,,4.4,3.3,3.7,64.2,85.6,76.3,97,£879,,£879,6,68.5,272,,55,75,0.00,,,,,,,
PEUGEOT,308 SW,1.6 BlueHDi 100 S&S Access/Active,M5,1560,Diesel,,,,,4.3,3.2,3.6,65.7,88.3,78.5,94,£855,,£855,6,69.6,188,,50,70,0.00,,,,,,,
PEUGEOT,308 SW,1.6 BlueHDi 100 S&S Active (17'' wheel upgrade),M5,1560,Diesel,,,,,4.4,3.2,3.7,64.2,88.3,76.3,96,£879,,£879,6,69.6,188,,50,70,0.00,,,,,,,
PEUGEOT,308 SW,1.6 BlueHDi 120 EAT6 S&S (16 inch wheels) 10/16 production onward,A6,1560,Diesel,,,,,4.2,3.5,3.8,67.3,80.7,74.3,99,£903,,£903,6,68.6,143,,44,53,0.00,,,,,,,
PEUGEOT,508 SW,1.6 BlueHDi 120 S&S - 05/16 production onwards,M6,1560,Diesel,,,,,4.5,3.4,3.8,62.8,83.1,74.3,100,£903,,£903,6,67.9,156,,65,75,0.10,,,,,,,
RENAULT,"Captur Euro6, 2015",dCi 90 EDC,A6,1461,Diesel,,,,,4.0,3.7,3.8,70.6,76.3,74.3,99,£903,,£903,6,70.2,188,,40,67,0.06,,,,,,,
RENAULT,"Captur Euro6, 2015",dCi 90 EDC Nav Mud & Snow Tyres,A6,1461,Diesel,,,,,4.2,3.9,4.0,67.3,72.4,70.6,99,£950,,£950,6,70.2,188,,40,67,0.06,,,,,,,
RENAULT,"Captur Euro6, 2015",Energy dCi 110 Stop Start,M6,1461,Diesel,,,,,4.0,3.6,3.7,70.6,78.5,76.4,98,£878,,£878,6,71.5,91,,37,61,0.04,,,,,,,
RENAULT,"Captur Euro6, 2015",Energy dCi 90 Stop Start,M5,1461,Diesel,,,,,4.0,3.4,3.6,70.7,83.1,78.5,95,£855,,£855,6,71.0,155,,31,54,0.24,,,,,,,
RENAULT,"Captur Euro6, 2015",Energy dCi 90 Stop Start Nav Mud & Snow Tyres,M5,1461,Diesel,,,,,4.1,3.5,3.7,68.9,80.7,76.3,95,£879,,£879,6,71.0,155,,31,54,0.24,,,,,,,
RENAULT,"Captur Euro6, 2015",Iconic Energy dCi 110 Stop Start,M6,1461,Diesel,,,,,4.0,3.6,3.7,70.6,78.5,76.4,98,£878,,£878,6,71.5,91,,37,61,0.04,,,,,,,
RENAULT,"Captur Euro6, 2015",Iconic Energy dCi 90 Auto EDC Stop Start,A6,1461,Diesel,,,,,4.0,3.7,3.8,70.6,76.3,74.3,99,£903,,£903,6,70.2,188,,40,67,0.06,,,,,,,
RENAULT,"Captur Euro6, 2015",Iconic Energy dCi 90 Stop Start,M5,1461,Diesel,,,,,4.0,3.4,3.6,70.6,83.1,78.5,95,£855,,£855,6,71.0,150,,34,56,0.26,,,,,,,
RENAULT,"Clio Euro6, 2015",dCi 90 Auto EDC ,A6,1461,Diesel,,,,,3.9,3.3,3.5,72.4,85.6,80.7,92,£831,,£831,6,72.7,135,,30,48,0.06,,,,,,,
RENAULT,"Clio Sport Tourer Euro6, 2015",dCi 90 EDC,A6,1461,Diesel,,,,,3.9,3.3,3.5,72.4,85.6,80.7,92,£831,,£831,6,72.7,135,,30,48,0.06,,,,,,,
RENAULT,"Grand Scenic, 2017",dCi 110 Hybrid Assist,M6,1461,Diesel,,,,,4.0,3.2,3.5,70.6,88.3,80.7,94,£831,,£831,6,71.1,119,,45,83,0.31,,,,,,,
RENAULT,"Kadjar Euro6, 2015",dCi 110 EDC 16/17 inch wheel,A6,1461,Diesel,,,,,3.8,3.8,3.8,74.3,74.3,74.3,99,£903,,£903,6,71.8,102,,51,85,0.07,,,,,,,
RENAULT,"Kadjar Euro6, 2015",Energy dCi 110 S/S 16/17 inch wheel,M6,1461,Diesel,,,,,4.1,3.6,3.8,68.9,78.5,74.3,99,£903,,£903,6,72.9,143,,53,91,0.09,,,,,,,
RENAULT,Megane 2017,dCi 110 16/17 inch wheel,M6,1461,Diesel,,,,,4.1,3.5,3.7,68.9,80.7,76.4,96,£878,,£878,6,72.0,235,,34,83,0.13,,,,,,,
RENAULT,Megane 2017,dCi 110 16/17 inch wheel EDC,A6,1461,Diesel,,,,,4.1,3.6,3.8,68.9,78.5,74.3,98,£903,,£903,6,69.9,163,,38,73,0.02,,,,,,,
RENAULT,Megane 2017,dCi 110 18 inch wheel EDC,A6,1461,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,69.9,163,,38,73,0.02,,,,,,,
RENAULT,"Mégane Coupé Euro6, 2015",Energy dCi 110 S/S,M6,1461,Diesel,,,,,3.9,3.4,3.6,72.4,83.1,78.5,93,£855,,£855,6,72.8,171,,64,107,0.06,,,,,,,
RENAULT,"Mégane Hatchback Euro6, 2015",dCi 110 S/S,M6,1461,Diesel,,,,,3.9,3.4,3.6,72.4,83.1,78.5,93,£855,,£855,6,72.8,171,,64,107,0.06,,,,,,,
RENAULT,"Megane Sport Tourer, 2017",dCi 110 16/17 inch wheel,M6,1461,Diesel,,,,,4.1,3.5,3.7,68.9,80.7,76.4,96,£878,,£878,6,72.0,235,,34,83,0.13,,,,,,,
RENAULT,"Megane Sport Tourer, 2017",dCi 110 16/17 inch wheel EDC,A6,1461,Diesel,,,,,4.1,3.6,3.8,68.9,78.5,74.3,97,£903,,£903,6,69.9,163,,38,73,0.02,,,,,,,
RENAULT,"Megane Sport Tourer, 2017",dCi 110 18 inch wheel EDC,A6,1461,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,69.9,163,,38,73,0.02,,,,,,,
RENAULT,"Scenic, 2017",dCi 110,M6,1461,Diesel,,,,,4.2,3.7,3.9,67.2,76.3,72.4,100,£927,,£927,6,72.5,112,,30,73,0.58,,,,,,,
RENAULT,"Scenic, 2017",dCi 110 Hybrid Assist,M6,1461,Diesel,,,,,4.0,3.2,3.5,70.6,88.3,80.7,94,£831,,£831,6,71.2,119,,45,83,0.31,,,,,,,
SEAT,Ibiza 5 door,1.4 TDI 105PS Stop-Start,M5,1422,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,100,£927,,£927,6,72.0,146,,54,91,0.00,,,,,,,
SEAT,Ibiza 5 door,1.4 TDI 75PS Stop-Start Ecomotive,M5,1422,Diesel,,,,,4.2,3.4,3.7,67.3,83.1,76.3,95,£879,,£879,6,71.0,142,,43,83,0.00,,,,,,,
SEAT,Ibiza SC,1.2 TDI 75PS Ecomotive,M5,1422,Diesel,,,,,4.1,3.3,3.6,68.9,85.6,78.5,93,£855,,£855,6,71.0,142,,43,83,0.00,,,,,,,
SEAT,Ibiza SC,1.4 TDI 105PS,M5,1422,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,100,£927,,£927,6,72.0,146,,54,91,0.00,,,,,,,
SEAT,Ibiza SC,1.4 TDI 90PS 7speed DSG,D7,1422,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,71.0,128,,44,76,0.13,,,,,,,
SKODA,Octavia Estate,1.6 TDI 110PS DSG Stop-Start with 16'' wheels,D6,1598,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,72.0,94,,37,71,0.00,,,,,,,
SKODA,Octavia Estate,1.6 TDI 110PS Stop-Start with 16'' wheels,M6,1598,Diesel,,,,,4.4,3.5,3.8,64.2,80.7,74.3,99,£903,,£903,6,72.0,168,,69,103,0.00,,,,,,,
SKODA,Octavia Hatchback,1.6 TDI 110PS Stop-Start DSG with 16'' wheels,D6,1598,Diesel,,,,,4.2,3.5,3.7,67.3,80.7,76.3,99,£879,,£879,6,72.0,94,,37,71,0.00,,,,,,,
SKODA,Octavia Hatchback,1.6 TDI 110PS Stop-Start with 16'' wheels,M5,1598,Diesel,,,,,4.4,3.4,3.8,64.2,83.1,74.3,99,£903,,£903,6,72.0,168,,69,103,0.00,,,,,,,
SKODA,Octavia Hatchback,1.6 TDI 110PS Stop-Start with 17'' & 18'' wheels,M5,1598,Diesel,,,,,4.5,3.5,3.9,62.8,80.7,72.4,100,£927,,£927,6,72.0,168,,69,103,0.00,,,,,,,
TOYOTA,"Auris Touring Sports, MY2017",1.4 D-4D 6-speed Manual with 15'' alloy wheels,6MT,1364,Diesel,,,,,4.4,3.5,3.9,64.2,80.1,72.4,100,£927,,£927,6,68.0,64,,60,79,0.00,,,,,,,
TOYOTA,"Auris, MY2017",1.4 D-4D 6-speed Manual with 15'' steel wheels,6MT,1364,Diesel,,,,,4.0,3.2,3.5,70.6,88.3,80.7,92,£831,,£831,6,68.0,54,,57,77,0.00,,,,,,,
TOYOTA,"Auris, MY2017",1.4 D-4D 6-speed Manual with 16'' alloy wheels,6MT,1364,Diesel,,,,,4.0,3.2,3.5,70.6,88.3,80.7,92,£831,,£831,6,68.0,54,,57,77,0.00,,,,,,,
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2015",1.6 CDTi 110PS 16v Excite ecoFLEX Stop/Start with 16'' and 17'' wheels,M6,1598,Diesel,,,,,3.9,3.5,3.7,72.4,80.7,76.3,97,£879,,£879,6,70.0,113,,39,65,0.50,,,,,,,
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2016",1.6 CDTi 110PS Design with 16'' wheels,M6,1598,Diesel,,,,,4.2,3.3,3.7,67.3,85.6,76.3,97,£879,,£879,6,70.0,257,,39,77,0.00,,,,,,,
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2016","1.6 CDTi 110PS Elite NAV with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,4.2,3.3,3.7,67.3,85.6,76.3,97,£879,,£879,6,70.0,243,,29,65,0.19,,,,,,,
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2016","1.6 CDTi 110PS SRI with 16'', 17'' and 18'' wheel",M6,1598,Diesel,,,,,4.2,3.3,3.7,67.3,85.6,76.3,97,£879,,£879,6,70.0,243,,29,65,0.19,,,,,,,
VAUXHALL,"Astra 5 Door Hatchback, Model Year 2016","1.6 CDTi 110PS Tech Line with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,4.2,3.3,3.7,67.3,85.6,76.3,97,£879,,£879,6,70.0,257,,39,77,0.00,,,,,,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2015","1.6i 110PS  Tech Line CDTi 16V Stop / Start EcoFlex  with 15"", 16""and 17"" wheel",M6,1598,Diesel,,,,,3.9,3.5,3.7,72.4,80.7,76.3,97,£879,,£879,6,70.0,113,,39,65,0.46,,,,,,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2015","1.6i CDTi 110PS Design with 16'', 17'' and 18'' wheels",M6,1598,Diesel,,,,,4.2,3.3,3.7,67.3,85.6,76.3,97,£879,,£879,6,70.0,257,,39,77,0.00,,,,,,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2016",1.6 CDTi 100PS SRi NAV ecoFLEX Stop/Start with 16'' and 17'' wheels,M6,1598,Diesel,,,,,3.9,3.2,3.5,72.4,88.3,80.7,92,£831,,£831,6,70.0,269,,48,80,0.07,,,,,,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2015",1.3 CDTi 75PS SRi Stop/Start ecoFLEX with 16'' wheels,M5,1248,Diesel,,,,,4.5,3.3,3.7,62.8,85.6,76.3,99,£879,,£879,6,73.0,141,,64,84,0.27,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2015",1.3 CDTi 75PS Life Stop/Start ecoFLEX with 15'' & 16'' wheels,M5,1248,Diesel,,,,,4.6,3.3,3.8,61.4,85.6,74.3,100,£903,,£903,6,73.0,141,,64,84,0.27,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2015",1.3 CDTi 75PS SRi Stop/Start ecoFLEX with 16'' wheels,M5,1248,Diesel,,,,,4.5,3.3,3.7,62.8,85.6,76.3,99,£879,,£879,6,73.0,141,,64,84,0.27,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2016",1.3 CDTi 75PS Energy Stop/Start ecoFLEX with 16'' wheels,M5,1248,Diesel,,,,,4.4,3.3,3.6,64.2,85.6,78.5,96,£855,,£855,6,73.0,72,,50,78,0.10,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2016",1.3 CDTi 75PS Police with 15'' and 16'' wheels,M5,1248,Diesel,,,,,4.6,3.3,3.8,61.4,85.6,74.3,100,£903,,£903,6,73.0,43,,30,51,0.27,,,,,,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2016",1.4 CDTi 75PS Police Stop/Start ecoFLEX with 15'' and 16'' wheels,M5,1248,Diesel,,,,,4.6,3.3,3.8,61.4,85.6,74.3,100,£903,,£903,6,73.0,43,,30,51,0.27,,,,,,,
VOLKSWAGEN,Passat Estate,1.6 TDI 120PS BlueMotion,M6,1598,Diesel,,,,,4.4,3.4,3.8,64.2,83.1,74.3,96,£903,,£903,6,72.0,201,,55,76,0.25,,,,,,,
VOLKSWAGEN,Passat Saloon,1.6 TDI SCR 120PS Stop-Start BlueMotion,M6,1598,Diesel,,,,,4.3,3.3,3.7,65.7,85.6,76.3,95,£879,,£879,6,72.0,201,,55,76,0.25,,,,,,,
VOLKSWAGEN,Polo,1.4 TDI 75PS Stop-Start beats,M5,1422,Diesel,,,,,4.3,3.5,3.8,65.7,80.7,74.3,97,£903,,£903,6,71.0,142,,43,83,0.00,,,,,,,
VOLKSWAGEN,Polo,1.4 TDI 75PS Stop-Start Match,M5,1422,Diesel,,,,,4.3,3.5,3.8,65.7,80.7,74.3,97,£903,,£903,6,71.0,142,,43,83,0.00,,,,,,,
VOLKSWAGEN,Polo,1.4 TDI 90PS Stop-Start R-Line,M5,1422,Diesel,,,,,4.3,3.5,3.8,65.7,80.7,74.3,97,£903,,£903,6,71.0,142,,43,83,0.00,,,,,,,
VOLKSWAGEN,Polo,1.4 TDI 90PS Stop-Start SEL,M5,1422,Diesel,,,,,4.3,3.5,3.8,65.7,80.7,74.3,97,£903,,£903,6,71.0,142,,43,83,0.00,,,,,,,
VOLVO,S60 MY17,D2,6MT,1969,Diesel,,,,,4.3,3.5,3.8,65.7,80.7,74.3,99,£903,,£903,6,71.0,171,,41,64,0.65,,,,,,,
VOLVO,V40 MY17,D2 Cross Country,6MT,1969,Diesel,,,,,4.2,3.4,3.7,67.3,83.1,76.4,96,£878,,£878,6,73.0,215,,27,57,0.74,,,,,,,
VOLVO,V40 MY17,D3,6MT,1969,Diesel,,,,,4.4,3.5,3.8,64.2,80.7,74.3,99,£903,,£903,6,71.0,175,,57,77,0.92,,,,,,,
VOLVO,V40 MY17,D3 Cross Country,6MT,1969,Diesel,,,,,4.4,3.5,3.8,64.2,80.7,74.3,99,£903,,£903,6,72.0,194,,39,59,0.52,,,,,,,
VOLVO,V40 MY17,D4,6MT,1969,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,73.0,117,,73,100,0.36,,,,,,,
VOLVO,V40 MY17.5,D2,6MT,1969,Diesel,,,,,4.0,3.3,3.6,70.6,85.6,78.5,94,£855,,£855,6,73.0,98,,42,61,0.48,,,,,,,
VOLVO,V40 MY17.5,D2 CROSS COUNTRY,6MT,1969,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,72.0,112,,50,73,0.52,,,,,,,
VOLVO,V40 MY18,D2,6MT,1969,Diesel,,,,,4.0,3.3,3.6,70.6,85.6,78.5,94,£855,,£855,6,73.0,98,,42,62,0.48,,,,,,,
VOLVO,V40 MY18,D2 CROSS COUNTRY,6MT,1969,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,96,£903,,£903,6,73.0,102,,35,58,0.58,,,,,,,
VOLVO,V40 MY18,D4,6MT,1969,Diesel,,,,,4.2,3.6,3.8,67.3,78.5,74.3,99,£903,,£903,6,73.0,110,,74,100,0.36,,,,,,,
ALFA ROMEO,"Giulia, MY2016",2.2 JTDM 180 BHP,A8,2143,Diesel,,,,,5.3,3.5,4.2,53.3,80.7,67.3,109,£997,,£997,6,72.6,111,,67,85,0.11,,,,,,,
